amr_id,task_id,segment_type,start_time,end_time,start_node,end_node,amr_location_before,amr_location_after,start_x,start_y,start_floor,end_x,end_y,end_floor,status,sim_time_sec,sim_datetime,event_type,payload,weight_kg,from_location,to_location,lift_id,duration_sec,wait_time_sec,distance_m,energy_kwh,task_duration_sec,details,task_source,department_id,waste_stream,waste_volume_m3,container_type
AMR-A-2,T273,corridor,2026-01-01 12:30:03,2026-01-01 12:30:09,C2-11,C2-10,,,157.38,-84.803,2,151.747,-84.823,2,completed,27003.987,2026-01-01 12:30:03,segment_corridor,linen_cart,,C2-11,C2-10,,5.523,0.0,5.633,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-11"", ""to"": ""C2-10"", ""duration"": 5.522583828379959, ""distance_m"": 5.633035504947558, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 157.38, ""from_y"": -84.803, ""to_x"": 151.747, ""to_y"": -84.823, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:30:09,2026-01-01 12:30:14,C2-10,C2-22,,,151.747,-84.823,2,146.298,-84.823,2,completed,27009.509,2026-01-01 12:30:09,segment_corridor,linen_cart,,C2-10,C2-22,,5.342,0.0,5.449,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-10"", ""to"": ""C2-22"", ""duration"": 5.342156862745111, ""distance_m"": 5.449000000000012, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 151.747, ""from_y"": -84.823, ""to_x"": 146.298, ""to_y"": -84.823, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:30:14,2026-01-01 12:30:20,C2-22,C2-12,,,146.298,-84.823,2,140.54,-85.162,2,completed,27014.851,2026-01-01 12:30:14,segment_corridor,linen_cart,,C2-22,C2-12,,5.655,0.0,5.768,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-22"", ""to"": ""C2-12"", ""duration"": 5.654873150643218, ""distance_m"": 5.767970613656082, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 146.298, ""from_y"": -84.823, ""to_x"": 140.54, ""to_y"": -85.162, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:30:20,2026-01-01 12:30:23,C2-12,Lift-4-F2,,,140.54,-85.162,2,140.605,-89.055,2,completed,27020.506,2026-01-01 12:30:20,segment_corridor,linen_cart,,C2-12,Lift-4-F2,,3.245,0.0,3.894,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-12"", ""to"": ""Lift-4-F2"", ""duration"": 3.24461883568608, ""distance_m"": 3.893542602823296, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 140.54, ""from_y"": -85.162, ""to_x"": 140.605, ""to_y"": -89.055, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-2,T273,lift_transfer,2026-01-01 12:30:23,2026-01-01 12:30:48,Lift-4-F2,Lift-4-F0,,,140.605,-89.055,2,140.605,-89.055,0,completed,27023.751,2026-01-01 12:30:23,segment_lift_transfer,linen_cart,,Lift-4-F2,Lift-4-F0,Lift-4,24.444,0.0,8.0,0.018349999999999998,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-4"", ""from"": ""Lift-4-F2"", ""to"": ""Lift-4-F0"", ""from_floor"": 2, ""to_floor"": 0, ""wait_time"": 0.0, ""duration"": 24.444444444445253, ""distance_m"": 8.0, ""vertical_distance_m"": 8.0, ""energy_kwh"": 0.018349999999999998, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.605, ""to_y"": -89.055}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:30:48,2026-01-01 12:30:51,Lift-4-F0,C0-23,,,140.605,-89.055,0,140.608,-84.673,0,completed,27048.195,2026-01-01 12:30:48,segment_corridor,linen_cart,,Lift-4-F0,C0-23,,3.652,0.0,4.382,0.0,0.0,"{""type"": ""corridor"", ""from"": ""Lift-4-F0"", ""to"": ""C0-23"", ""duration"": 3.6516675224401896, ""distance_m"": 4.3820010269282275, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.608, ""to_y"": -84.673, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:30:51,2026-01-01 12:31:02,C0-23,C0-9,,,140.608,-84.673,0,151.815,-84.679,0,completed,27051.847,2026-01-01 12:30:51,segment_corridor,linen_cart,,C0-23,C0-9,,10.987,0.0,11.207,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-23"", ""to"": ""C0-9"", ""duration"": 10.987256476606765, ""distance_m"": 11.207001606138899, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 140.608, ""from_y"": -84.673, ""to_x"": 151.815, ""to_y"": -84.679, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:31:02,2026-01-01 12:31:12,C0-9,C0-8,,,151.815,-84.679,0,151.815,-75.288,0,completed,27062.834,2026-01-01 12:31:02,segment_corridor,linen_cart,,C0-9,C0-8,,9.207,0.0,9.391,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-9"", ""to"": ""C0-8"", ""duration"": 9.206862745098045, ""distance_m"": 9.391000000000005, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 151.815, ""from_y"": -84.679, ""to_x"": 151.815, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:31:12,2026-01-01 12:31:41,C0-8,C0-6,,,151.815,-75.288,0,181.948,-75.288,0,completed,27072.041,2026-01-01 12:31:12,segment_corridor,linen_cart,,C0-8,C0-6,,29.542,0.0,30.133,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-8"", ""to"": ""C0-6"", ""duration"": 29.54215686274511, ""distance_m"": 30.13300000000001, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 151.815, ""from_y"": -75.288, ""to_x"": 181.948, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:31:41,2026-01-01 12:31:52,C0-6,C0-5,,,181.948,-75.288,0,181.917,-63.981,0,completed,27101.583,2026-01-01 12:31:41,segment_corridor,linen_cart,,C0-6,C0-5,,11.085,0.0,11.307,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-6"", ""to"": ""C0-5"", ""duration"": 11.085335780116864, ""distance_m"": 11.3070424957192, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 181.948, ""from_y"": -75.288, ""to_x"": 181.917, ""to_y"": -63.981, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:31:52,2026-01-01 12:32:14,C0-5,C0-4,,,181.917,-63.981,0,181.948,-41.989,0,completed,27112.669,2026-01-01 12:31:52,segment_corridor,linen_cart,,C0-5,C0-4,,21.561,0.0,21.992,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-5"", ""to"": ""C0-4"", ""duration"": 21.56080573416008, ""distance_m"": 21.99202184884328, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 181.917, ""from_y"": -63.981, ""to_x"": 181.948, ""to_y"": -41.989, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:32:14,2026-01-01 12:32:22,C0-4,C0-3,,,181.948,-41.989,0,173.237,-41.99,0,completed,27134.229,2026-01-01 12:32:14,segment_corridor,linen_cart,,C0-4,C0-3,,8.54,0.0,8.711,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-4"", ""to"": ""C0-3"", ""duration"": 8.540196134704612, ""distance_m"": 8.711000057398703, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 181.948, ""from_y"": -41.989, ""to_x"": 173.237, ""to_y"": -41.99, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:32:22,2026-01-01 12:32:41,C0-3,C0-49,,,173.237,-41.99,0,173.233,-26.1,0,completed,27142.77,2026-01-01 12:32:22,segment_corridor,linen_cart,,C0-3,C0-49,,18.917,0.0,15.89,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-3"", ""to"": ""C0-49"", ""duration"": 18.916667266025346, ""distance_m"": 15.89000050346129, ""speed_factor"": 0.7, ""congestion_count"": 2, ""from_x"": 173.237, ""from_y"": -41.99, ""to_x"": 173.233, ""to_y"": -26.1, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:32:41,2026-01-01 12:32:46,C0-49,Linen Deliveries,,,173.233,-26.1,0,177.647,-26.099,0,completed,27161.686,2026-01-01 12:32:41,segment_corridor,linen_cart,,C0-49,Linen Deliveries,,5.255,0.0,4.414,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-49"", ""to"": ""Linen Deliveries"", ""duration"": 5.2547620396141985, ""distance_m"": 4.414000113275926, ""speed_factor"": 0.7, ""congestion_count"": 2, ""from_x"": 173.233, ""from_y"": -26.1, ""to_x"": 177.647, ""to_y"": -26.099, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,pickup,2026-01-01 12:32:46,2026-01-01 12:33:06,,,,,,,,,,,completed,27166.941,2026-01-01 12:32:46,segment_pickup,linen_cart,,Linen Deliveries,ADULTIP8-DELIVERYAREA,,20.0,0.0,0.0,0.0,0.0,"{""type"": ""pickup"", ""location"": ""Linen Deliveries"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:33:06,2026-01-01 12:33:12,Linen Deliveries,C0-49,,,177.647,-26.099,0,173.233,-26.1,0,completed,27186.941,2026-01-01 12:33:06,segment_corridor,linen_cart,,Linen Deliveries,C0-49,,5.255,0.0,4.414,0.0,0.0,"{""type"": ""corridor"", ""from"": ""Linen Deliveries"", ""to"": ""C0-49"", ""duration"": 5.2547620396141985, ""distance_m"": 4.414000113275926, ""speed_factor"": 0.7, ""congestion_count"": 2, ""from_x"": 177.647, ""from_y"": -26.099, ""to_x"": 173.233, ""to_y"": -26.1, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:33:12,2026-01-01 12:33:27,C0-49,C0-3,,,173.233,-26.1,0,173.237,-41.99,0,completed,27192.196,2026-01-01 12:33:12,segment_corridor,linen_cart,,C0-49,C0-3,,15.578,0.0,15.89,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-49"", ""to"": ""C0-3"", ""duration"": 15.578431866138521, ""distance_m"": 15.89000050346129, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 173.233, ""from_y"": -26.1, ""to_x"": 173.237, ""to_y"": -41.99, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:33:27,2026-01-01 12:33:36,C0-3,C0-4,,,173.237,-41.99,0,181.948,-41.989,0,completed,27207.774,2026-01-01 12:33:27,segment_corridor,linen_cart,,C0-3,C0-4,,8.54,0.0,8.711,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-3"", ""to"": ""C0-4"", ""duration"": 8.540196134704612, ""distance_m"": 8.711000057398703, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 173.237, ""from_y"": -41.99, ""to_x"": 181.948, ""to_y"": -41.989, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:33:36,2026-01-01 12:33:57,C0-4,C0-5,,,181.948,-41.989,0,181.917,-63.981,0,completed,27216.314,2026-01-01 12:33:36,segment_corridor,linen_cart,,C0-4,C0-5,,21.561,0.0,21.992,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-4"", ""to"": ""C0-5"", ""duration"": 21.56080573416008, ""distance_m"": 21.99202184884328, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 181.948, ""from_y"": -41.989, ""to_x"": 181.917, ""to_y"": -63.981, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:33:57,2026-01-01 12:34:08,C0-5,C0-6,,,181.917,-63.981,0,181.948,-75.288,0,completed,27237.875,2026-01-01 12:33:57,segment_corridor,linen_cart,,C0-5,C0-6,,11.085,0.0,11.307,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-5"", ""to"": ""C0-6"", ""duration"": 11.085335780116864, ""distance_m"": 11.3070424957192, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 181.917, ""from_y"": -63.981, ""to_x"": 181.948, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:34:08,2026-01-01 12:34:38,C0-6,C0-8,,,181.948,-75.288,0,151.815,-75.288,0,completed,27248.961,2026-01-01 12:34:08,segment_corridor,linen_cart,,C0-6,C0-8,,29.542,0.0,30.133,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-6"", ""to"": ""C0-8"", ""duration"": 29.54215686274511, ""distance_m"": 30.13300000000001, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 181.948, ""from_y"": -75.288, ""to_x"": 151.815, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:34:38,2026-01-01 12:34:46,C0-8,C0-19,,,151.815,-75.288,0,142.723,-75.317,0,completed,27278.503,2026-01-01 12:34:38,segment_corridor,linen_cart,,C0-8,C0-19,,7.577,0.0,9.092,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-8"", ""to"": ""C0-19"", ""duration"": 7.5767052077770165, ""distance_m"": 9.09204624933242, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.815, ""from_y"": -75.288, ""to_x"": 142.723, ""to_y"": -75.317, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:34:46,2026-01-01 12:34:59,C0-19,C0-24,,,142.723,-75.317,0,142.764,-59.64,0,completed,27286.08,2026-01-01 12:34:46,segment_corridor,linen_cart,,C0-19,C0-24,,13.064,0.0,15.677,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-19"", ""to"": ""C0-24"", ""duration"": 13.06421134456862, ""distance_m"": 15.677053613482343, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.723, ""from_y"": -75.317, ""to_x"": 142.764, ""to_y"": -59.64, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:34:59,2026-01-01 12:35:28,C0-24,C0-25,,,142.764,-59.64,0,107.222,-59.537,0,completed,27299.144,2026-01-01 12:34:59,segment_corridor,linen_cart,,C0-24,C0-25,,29.618,0.0,35.542,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-24"", ""to"": ""C0-25"", ""duration"": 29.618457704707655, ""distance_m"": 35.542149245649185, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.764, ""from_y"": -59.64, ""to_x"": 107.222, ""to_y"": -59.537, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:35:28,2026-01-01 12:35:53,C0-25,C0-26,,,107.222,-59.537,0,77.299,-59.51,0,completed,27328.762,2026-01-01 12:35:28,segment_corridor,linen_cart,,C0-25,C0-26,,24.936,0.0,29.923,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-25"", ""to"": ""C0-26"", ""duration"": 24.935843484385632, ""distance_m"": 29.923012181262756, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 107.222, ""from_y"": -59.537, ""to_x"": 77.299, ""to_y"": -59.51, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:35:53,2026-01-01 12:36:06,C0-26,C0-27,,,77.299,-59.51,0,77.678,-75.052,0,completed,27353.698,2026-01-01 12:35:53,segment_corridor,linen_cart,,C0-26,C0-27,,12.956,0.0,15.547,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-26"", ""to"": ""C0-27"", ""duration"": 12.955516976905594, ""distance_m"": 15.546620372286712, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.299, ""from_y"": -59.51, ""to_x"": 77.678, ""to_y"": -75.052, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:36:06,2026-01-01 12:36:14,C0-27,C0-28,,,77.678,-75.052,0,77.476,-84.755,0,completed,27366.654,2026-01-01 12:36:06,segment_corridor,linen_cart,,C0-27,C0-28,,8.088,0.0,9.705,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-27"", ""to"": ""C0-28"", ""duration"": 8.087585350743163, ""distance_m"": 9.705102420891794, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.678, ""from_y"": -75.052, ""to_x"": 77.476, ""to_y"": -84.755, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:36:14,2026-01-01 12:36:24,C0-28,C0-31,,,77.476,-84.755,0,88.656,-85.104,0,completed,27374.741,2026-01-01 12:36:14,segment_corridor,linen_cart,,C0-28,C0-31,,9.321,0.0,11.185,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-28"", ""to"": ""C0-31"", ""duration"": 9.321204954594425, ""distance_m"": 11.18544594551331, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.476, ""from_y"": -84.755, ""to_x"": 88.656, ""to_y"": -85.104, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:36:24,2026-01-01 12:36:27,C0-31,Lift-7-F0,,,88.656,-85.104,0,88.661,-88.972,0,completed,27384.062,2026-01-01 12:36:24,segment_corridor,linen_cart,,C0-31,Lift-7-F0,,3.223,0.0,3.868,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-31"", ""to"": ""Lift-7-F0"", ""duration"": 3.223336026369088, ""distance_m"": 3.8680032316429056, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 88.656, ""from_y"": -85.104, ""to_x"": 88.661, ""to_y"": -88.972, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,
AMR-A-2,T273,lift_reposition,2026-01-01 12:36:27,2026-01-01 12:36:31,Lift-7-F2,Lift-7-F0,,,88.661,-88.972,2,88.661,-88.972,0,completed,27387.286,2026-01-01 12:36:27,segment_lift_reposition,linen_cart,,Lift-7-F2,Lift-7-F0,Lift-7,4.444,0.0,8.0,0.014673076923076922,0.0,"{""type"": ""lift_reposition"", ""lift_id"": ""Lift-7"", ""from"": ""Lift-7-F2"", ""to"": ""Lift-7-F0"", ""from_floor"": 2, ""to_floor"": 0, ""wait_time"": 0.0, ""duration"": 4.444444444444445, ""distance_m"": 8.0, ""vertical_distance_m"": 8.0, ""energy_kwh"": 0.014673076923076922, ""from_x"": 88.661, ""from_y"": -88.972, ""to_x"": 88.661, ""to_y"": -88.972}",,,,0.0,
AMR-A-2,T273,lift_transfer,2026-01-01 12:36:31,2026-01-01 12:37:02,Lift-7-F0,Lift-7-F5,,,88.661,-88.972,0,88.664,-89.093,5,completed,27391.73,2026-01-01 12:36:31,segment_lift_transfer,linen_cart,,Lift-7-F0,Lift-7-F5,Lift-7,31.111,0.0,20.0,0.0565,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-7"", ""from"": ""Lift-7-F0"", ""to"": ""Lift-7-F5"", ""from_floor"": 0, ""to_floor"": 5, ""wait_time"": 0.0, ""duration"": 31.111111111110304, ""distance_m"": 20.0, ""vertical_distance_m"": 20.0, ""energy_kwh"": 0.0565, ""from_x"": 88.661, ""from_y"": -88.972, ""to_x"": 88.664, ""to_y"": -89.093}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:37:02,2026-01-01 12:37:05,Lift-7-F5,C5-5,,,88.664,-89.093,5,88.66,-85.541,5,completed,27422.841,2026-01-01 12:37:02,segment_corridor,linen_cart,,Lift-7-F5,C5-5,,2.96,0.0,3.552,0.0,0.0,"{""type"": ""corridor"", ""from"": ""Lift-7-F5"", ""to"": ""C5-5"", ""duration"": 2.9600018768762877, ""distance_m"": 3.552002252251545, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 88.664, ""from_y"": -89.093, ""to_x"": 88.66, ""to_y"": -85.541, ""from_floor"": 5, ""to_floor"": 5}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:37:05,2026-01-01 12:37:07,C5-5,C5-13,,,88.66,-85.541,5,86.445,-85.458,5,completed,27425.801,2026-01-01 12:37:05,segment_corridor,linen_cart,,C5-5,C5-13,,1.847,0.0,2.217,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C5-5"", ""to"": ""C5-13"", ""duration"": 1.8471287779205414, ""distance_m"": 2.2165545335046497, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 88.66, ""from_y"": -85.541, ""to_x"": 86.445, ""to_y"": -85.458, ""from_floor"": 5, ""to_floor"": 5}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:37:07,2026-01-01 12:37:10,C5-13,C5-6,,,86.445,-85.458,5,83.113,-85.541,5,completed,27427.648,2026-01-01 12:37:07,segment_corridor,linen_cart,,C5-13,C5-6,,2.778,0.0,3.333,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C5-13"", ""to"": ""C5-6"", ""duration"": 2.777528002659114, ""distance_m"": 3.3330336031909367, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 86.445, ""from_y"": -85.458, ""to_x"": 83.113, ""to_y"": -85.541, ""from_floor"": 5, ""to_floor"": 5}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:37:10,2026-01-01 12:37:13,C5-6,C5-11,,,83.113,-85.541,5,79.555,-84.518,5,completed,27430.426,2026-01-01 12:37:10,segment_corridor,linen_cart,,C5-6,C5-11,,3.085,0.0,3.702,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C5-6"", ""to"": ""C5-11"", ""duration"": 3.0851225664469086, ""distance_m"": 3.70214707973629, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 83.113, ""from_y"": -85.541, ""to_x"": 79.555, ""to_y"": -84.518, ""from_floor"": 5, ""to_floor"": 5}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:37:13,2026-01-01 12:37:17,C5-11,C5-12,,,79.555,-84.518,5,74.977,-84.638,5,completed,27433.511,2026-01-01 12:37:13,segment_corridor,linen_cart,,C5-11,C5-12,,3.816,0.0,4.58,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C5-11"", ""to"": ""C5-12"", ""duration"": 3.816310390940446, ""distance_m"": 4.579572469128535, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 79.555, ""from_y"": -84.518, ""to_x"": 74.977, ""to_y"": -84.638, ""from_floor"": 5, ""to_floor"": 5}",,,,0.0,
AMR-A-2,T273,corridor,2026-01-01 12:37:17,2026-01-01 12:37:21,C5-12,ADULTIP8-DELIVERYAREA,,,74.977,-84.638,5,70.327,-84.638,5,completed,27437.327,2026-01-01 12:37:17,segment_corridor,linen_cart,,C5-12,ADULTIP8-DELIVERYAREA,,3.875,0.0,4.65,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C5-12"", ""to"": ""ADULTIP8-DELIVERYAREA"", ""duration"": 3.875000000000005, ""distance_m"": 4.650000000000006, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 74.977, ""from_y"": -84.638, ""to_x"": 70.327, ""to_y"": -84.638, ""from_floor"": 5, ""to_floor"": 5}",,,,0.0,
AMR-A-2,T273,dropoff,2026-01-01 12:37:21,2026-01-01 12:37:41,,,,,,,,,,,completed,27441.202,2026-01-01 12:37:21,segment_dropoff,linen_cart,,Linen Deliveries,ADULTIP8-DELIVERYAREA,,20.0,0.0,0.0,0.0,0.0,"{""type"": ""dropoff"", ""location"": ""ADULTIP8-DELIVERYAREA"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}",,,,0.0,
AMR-A-3,T281,,2026-01-01 12:30:00,2026-01-01 12:30:01,,,AMR-CENTRE,Linen Deliveries,,,,,,,start,27000.0,2026-01-01 12:30:00,task_assigned,linen_cart,,OPD1-LINEN,Linen Deliveries,,0.0,0.0,0.0,0.0,351.506,Assigned task to AMR-A-3,,,,0.0,
AMR-A-3,T281,corridor,2026-01-01 12:30:00,2026-01-01 12:30:05,AMR-CENTRE,C2-11,,,157.36,-81.619,2,157.38,-84.803,2,completed,27000.0,2026-01-01 12:30:00,segment_corridor,linen_cart,,AMR-CENTRE,C2-11,,5.32,0.0,3.184,0.0,0.0,"{""type"": ""corridor"", ""from"": ""AMR-CENTRE"", ""to"": ""C2-11"", ""duration"": 5.320052344539837, ""distance_m"": 3.1840628134507623, ""speed_factor"": 0.7, ""congestion_count"": 2, ""from_x"": 157.36, ""from_y"": -81.619, ""to_x"": 157.38, ""to_y"": -84.803, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T281,corridor,2026-01-01 12:30:05,2026-01-01 12:30:12,C2-11,C2-10,,,157.38,-84.803,2,151.747,-84.823,2,completed,27005.32,2026-01-01 12:30:05,segment_corridor,linen_cart,,C2-11,C2-10,,6.706,0.0,5.633,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-11"", ""to"": ""C2-10"", ""duration"": 6.705994648747094, ""distance_m"": 5.633035504947558, ""speed_factor"": 0.7, ""congestion_count"": 2, ""from_x"": 157.38, ""from_y"": -84.803, ""to_x"": 151.747, ""to_y"": -84.823, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T281,corridor,2026-01-01 12:30:12,2026-01-01 12:30:18,C2-10,C2-22,,,151.747,-84.823,2,146.298,-84.823,2,completed,27012.026,2026-01-01 12:30:12,segment_corridor,linen_cart,,C2-10,C2-22,,6.487,0.0,5.449,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-10"", ""to"": ""C2-22"", ""duration"": 6.4869047619047775, ""distance_m"": 5.449000000000012, ""speed_factor"": 0.7, ""congestion_count"": 2, ""from_x"": 151.747, ""from_y"": -84.823, ""to_x"": 146.298, ""to_y"": -84.823, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T281,corridor,2026-01-01 12:30:18,2026-01-01 12:30:25,C2-22,C2-12,,,146.298,-84.823,2,140.54,-85.162,2,completed,27018.513,2026-01-01 12:30:18,segment_corridor,linen_cart,,C2-22,C2-12,,6.867,0.0,5.768,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-22"", ""to"": ""C2-12"", ""duration"": 6.8666316829239085, ""distance_m"": 5.767970613656082, ""speed_factor"": 0.7, ""congestion_count"": 2, ""from_x"": 146.298, ""from_y"": -84.823, ""to_x"": 140.54, ""to_y"": -85.162, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
