amr_id,task_id,segment_type,start_time,end_time,start_node,end_node,amr_location_before,amr_location_after,start_x,start_y,start_floor,end_x,end_y,end_floor,status,sim_time_sec,sim_datetime,event_type,payload,weight_kg,from_location,to_location,lift_id,duration_sec,wait_time_sec,distance_m,task_duration_sec,details
AMR-A-3,T6,corridor,2026-01-01 08:07:53,2026-01-01 08:08:02,C2-2,C2-3,,,142.153,-138.602,2,142.469,-149.736,2,completed,473.639,2026-01-01 08:07:53,segment_corridor,food_trolley,,C2-2,C2-3,,9.282,0.0,11.138,0.0,"{""type"": ""corridor"", ""from"": ""C2-2"", ""to"": ""C2-3"", ""duration"": 9.282069483088815, ""distance_m"": 11.138483379706578, ""from_x"": 142.153, ""from_y"": -138.602, ""to_x"": 142.469, ""to_y"": -149.736, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:08:02,2026-01-01 08:08:06,C2-3,C2-4,,,142.469,-149.736,2,138.449,-149.882,2,completed,482.921,2026-01-01 08:08:02,segment_corridor,food_trolley,,C2-3,C2-4,,3.352,0.0,4.023,0.0,"{""type"": ""corridor"", ""from"": ""C2-3"", ""to"": ""C2-4"", ""duration"": 3.3522086417431836, ""distance_m"": 4.02265037009182, ""from_x"": 142.469, ""from_y"": -149.736, ""to_x"": 138.449, ""to_y"": -149.882, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:08:06,2026-01-01 08:08:09,C2-4,C2-5,,,138.449,-149.882,2,134.284,-149.468,2,completed,486.273,2026-01-01 08:08:06,segment_corridor,food_trolley,,C2-4,C2-5,,3.488,0.0,4.186,0.0,"{""type"": ""corridor"", ""from"": ""C2-4"", ""to"": ""C2-5"", ""duration"": 3.48793764677322, ""distance_m"": 4.185525176127864, ""from_x"": 138.449, ""from_y"": -149.882, ""to_x"": 134.284, ""to_y"": -149.468, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:08:09,2026-01-01 08:08:29,C2-5,C2-6,,,134.284,-149.468,2,133.869,-125.703,2,completed,489.761,2026-01-01 08:08:09,segment_corridor,food_trolley,,C2-5,C2-6,,19.807,0.0,23.769,0.0,"{""type"": ""corridor"", ""from"": ""C2-5"", ""to"": ""C2-6"", ""duration"": 19.807186020622797, ""distance_m"": 23.768623224747355, ""from_x"": 134.284, ""from_y"": -149.468, ""to_x"": 133.869, ""to_y"": -125.703, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:08:29,2026-01-01 08:08:49,C2-6,C2-7,,,133.869,-125.703,2,133.817,-102.025,2,completed,509.568,2026-01-01 08:08:29,segment_corridor,food_trolley,,C2-6,C2-7,,19.732,0.0,23.678,0.0,"{""type"": ""corridor"", ""from"": ""C2-6"", ""to"": ""C2-7"", ""duration"": 19.731714249456942, ""distance_m"": 23.67805709934833, ""from_x"": 133.869, ""from_y"": -125.703, ""to_x"": 133.817, ""to_y"": -102.025, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:08:49,2026-01-01 08:08:56,C2-7,C2-8,,,133.817,-102.025,2,133.864,-93.484,2,completed,529.3,2026-01-01 08:08:49,segment_corridor,food_trolley,,C2-7,C2-8,,7.118,0.0,8.541,0.0,"{""type"": ""corridor"", ""from"": ""C2-7"", ""to"": ""C2-8"", ""duration"": 7.117607763692652, ""distance_m"": 8.541129316431181, ""from_x"": 133.817, ""from_y"": -102.025, ""to_x"": 133.864, ""to_y"": -93.484, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:08:56,2026-01-01 08:09:03,C2-8,C2-15,,,133.864,-93.484,2,125.528,-93.415,2,completed,536.417,2026-01-01 08:08:56,segment_corridor,food_trolley,,C2-8,C2-15,,6.947,0.0,8.336,0.0,"{""type"": ""corridor"", ""from"": ""C2-8"", ""to"": ""C2-15"", ""duration"": 6.946904636439006, ""distance_m"": 8.336285563726808, ""from_x"": 133.864, ""from_y"": -93.484, ""to_x"": 125.528, ""to_y"": -93.415, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:09:03,2026-01-01 08:09:21,C2-15,C2-16,,,125.528,-93.415,2,104.071,-93.383,2,completed,543.364,2026-01-01 08:09:03,segment_corridor,food_trolley,,C2-15,C2-16,,17.881,0.0,21.457,0.0,"{""type"": ""corridor"", ""from"": ""C2-15"", ""to"": ""C2-16"", ""duration"": 17.880853218052987, ""distance_m"": 21.457023861663583, ""from_x"": 125.528, ""from_y"": -93.415, ""to_x"": 104.071, ""to_y"": -93.383, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:09:21,2026-01-01 08:09:28,C2-16,C2-17,,,104.071,-93.383,2,95.251,-93.462,2,completed,561.245,2026-01-01 08:09:21,segment_corridor,food_trolley,,C2-16,C2-17,,7.35,0.0,8.82,0.0,"{""type"": ""corridor"", ""from"": ""C2-16"", ""to"": ""C2-17"", ""duration"": 7.35029482590853, ""distance_m"": 8.820353791090236, ""from_x"": 104.071, ""from_y"": -93.383, ""to_x"": 95.251, ""to_y"": -93.462, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:09:28,2026-01-01 08:09:35,C2-17,C2-18,,,95.251,-93.462,2,95.265,-84.877,2,completed,568.595,2026-01-01 08:09:28,segment_corridor,food_trolley,,C2-17,C2-18,,7.154,0.0,8.585,0.0,"{""type"": ""corridor"", ""from"": ""C2-17"", ""to"": ""C2-18"", ""duration"": 7.154176179376326, ""distance_m"": 8.585011415251591, ""from_x"": 95.251, ""from_y"": -93.462, ""to_x"": 95.265, ""to_y"": -84.877, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:09:35,2026-01-01 08:09:38,C2-18,C2-19,,,95.265,-84.877,2,91.617,-84.924,2,completed,575.75,2026-01-01 08:09:35,segment_corridor,food_trolley,,C2-18,C2-19,,3.04,0.0,3.648,0.0,"{""type"": ""corridor"", ""from"": ""C2-18"", ""to"": ""C2-19"", ""duration"": 3.0402522967309404, ""distance_m"": 3.6483027560771286, ""from_x"": 95.265, ""from_y"": -84.877, ""to_x"": 91.617, ""to_y"": -84.924, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:09:38,2026-01-01 08:09:41,C2-19,C2-20,,,91.617,-84.924,2,88.598,-84.924,2,completed,578.79,2026-01-01 08:09:38,segment_corridor,food_trolley,,C2-19,C2-20,,2.516,0.0,3.019,0.0,"{""type"": ""corridor"", ""from"": ""C2-19"", ""to"": ""C2-20"", ""duration"": 2.515833333333338, ""distance_m"": 3.0190000000000055, ""from_x"": 91.617, ""from_y"": -84.924, ""to_x"": 88.598, ""to_y"": -84.924, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,corridor,2026-01-01 08:09:41,2026-01-01 08:09:44,C2-20,Lift-7-F2,,,88.598,-84.924,2,88.661,-88.972,2,completed,581.306,2026-01-01 08:09:41,segment_corridor,food_trolley,,C2-20,Lift-7-F2,,3.374,0.0,4.048,0.0,"{""type"": ""corridor"", ""from"": ""C2-20"", ""to"": ""Lift-7-F2"", ""duration"": 3.3737418436770925, ""distance_m"": 4.048490212412511, ""from_x"": 88.598, ""from_y"": -84.924, ""to_x"": 88.661, ""to_y"": -88.972, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-3,T6,lift_transfer,2026-01-01 08:09:44,2026-01-01 08:10:11,Lift-7-F2,Lift-7-F5,,,88.661,-88.972,2,88.661,-88.972,5,completed,584.679,2026-01-01 08:09:44,segment_lift_transfer,food_trolley,,Lift-7-F2,Lift-7-F5,Lift-7,26.667,0.0,12.0,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-7"", ""from"": ""Lift-7-F2"", ""to"": ""Lift-7-F5"", ""from_floor"": 2, ""to_floor"": 5, ""wait_time"": 0.0, ""duration"": 26.66666666666663, ""distance_m"": 12.0, ""vertical_distance_m"": 12.0, ""from_x"": 88.661, ""from_y"": -88.972, ""to_x"": 88.661, ""to_y"": -88.972}"
AMR-A-3,T6,corridor,2026-01-01 08:10:11,2026-01-01 08:10:14,Lift-7-F5,C5-5,,,88.661,-88.972,5,88.783,-85.502,5,completed,611.346,2026-01-01 08:10:11,segment_corridor,food_trolley,,Lift-7-F5,C5-5,,2.893,0.0,3.472,0.0,"{""type"": ""corridor"", ""from"": ""Lift-7-F5"", ""to"": ""C5-5"", ""duration"": 2.8934533385251293, ""distance_m"": 3.472144006230155, ""from_x"": 88.661, ""from_y"": -88.972, ""to_x"": 88.783, ""to_y"": -85.502, ""from_floor"": 5, ""to_floor"": 5}"
AMR-A-3,T6,corridor,2026-01-01 08:10:14,2026-01-01 08:10:18,C5-5,C5-6,,,88.783,-85.502,5,83.189,-85.358,5,completed,614.239,2026-01-01 08:10:14,segment_corridor,food_trolley,,C5-5,C5-6,,4.663,0.0,5.596,0.0,"{""type"": ""corridor"", ""from"": ""C5-5"", ""to"": ""C5-6"", ""duration"": 4.6632109228632554, ""distance_m"": 5.595853107435906, ""from_x"": 88.783, ""from_y"": -85.502, ""to_x"": 83.189, ""to_y"": -85.358, ""from_floor"": 5, ""to_floor"": 5}"
AMR-A-3,T6,corridor,2026-01-01 08:10:18,2026-01-01 08:10:21,C5-6,ADULTIP6-DELIVERYHUB,,,83.189,-85.358,5,83.021,-82.786,5,completed,618.903,2026-01-01 08:10:18,segment_corridor,food_trolley,,C5-6,ADULTIP6-DELIVERYHUB,,2.148,0.0,2.577,0.0,"{""type"": ""corridor"", ""from"": ""C5-6"", ""to"": ""ADULTIP6-DELIVERYHUB"", ""duration"": 2.1479007839697313, ""distance_m"": 2.577480940763677, ""from_x"": 83.189, ""from_y"": -85.358, ""to_x"": 83.021, ""to_y"": -82.786, ""from_floor"": 5, ""to_floor"": 5}"
AMR-A-3,T6,dropoff,2026-01-01 08:10:21,2026-01-01 08:10:41,,,,,,,,,,,completed,621.051,2026-01-01 08:10:21,segment_dropoff,food_trolley,,KITCHEN,ADULTIP6-DELIVERYHUB,,20.0,0.0,0.0,0.0,"{""type"": ""dropoff"", ""location"": ""ADULTIP6-DELIVERYHUB"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}"
AMR-A-1,T7,,2026-01-01 08:06:25,2026-01-01 08:06:26,,,ADULTIP4-DELIVERYHUB,ADULTIP6-DELIVERYHUB,,,,,,,start,385.265,2026-01-01 08:06:25,task_assigned,food_trolley,,KITCHEN,ADULTIP6-DELIVERYHUB,,0.0,0.0,0.0,317.351,Assigned task to AMR-A-1
AMR-A-1,T7,corridor,2026-01-01 08:06:25,2026-01-01 08:06:30,ADULTIP4-DELIVERYHUB,C4-3,,,146.034,-82.784,4,140.669,-85.502,4,completed,385.265,2026-01-01 08:06:25,segment_corridor,food_trolley,,ADULTIP4-DELIVERYHUB,C4-3,,5.012,0.0,6.014,0.0,"{""type"": ""corridor"", ""from"": ""ADULTIP4-DELIVERYHUB"", ""to"": ""C4-3"", ""duration"": 5.011843542494544, ""distance_m"": 6.014212250993453, ""from_x"": 146.034, ""from_y"": -82.784, ""to_x"": 140.669, ""to_y"": -85.502, ""from_floor"": 4, ""to_floor"": 4}"
AMR-A-1,T7,corridor,2026-01-01 08:06:30,2026-01-01 08:06:33,C4-3,Lift-4-F4,,,140.669,-85.502,4,140.605,-89.055,4,completed,390.277,2026-01-01 08:06:30,segment_corridor,food_trolley,,C4-3,Lift-4-F4,,2.961,0.0,3.554,0.0,"{""type"": ""corridor"", ""from"": ""C4-3"", ""to"": ""Lift-4-F4"", ""duration"": 2.9613136396238544, ""distance_m"": 3.5535763675486254, ""from_x"": 140.669, ""from_y"": -85.502, ""to_x"": 140.605, ""to_y"": -89.055, ""from_floor"": 4, ""to_floor"": 4}"
AMR-A-1,T7,lift_transfer,2026-01-01 08:06:33,2026-01-01 08:06:57,Lift-4-F4,Lift-4-F2,,,140.605,-89.055,4,140.605,-89.055,2,completed,393.238,2026-01-01 08:06:33,segment_lift_transfer,food_trolley,,Lift-4-F4,Lift-4-F2,Lift-4,24.444,0.0,8.0,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-4"", ""from"": ""Lift-4-F4"", ""to"": ""Lift-4-F2"", ""from_floor"": 4, ""to_floor"": 2, ""wait_time"": 0.0, ""duration"": 24.444444444444457, ""distance_m"": 8.0, ""vertical_distance_m"": 8.0, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.605, ""to_y"": -89.055}"
AMR-A-1,T7,corridor,2026-01-01 08:06:57,2026-01-01 08:07:00,Lift-4-F2,C2-12,,,140.605,-89.055,2,140.491,-85.343,2,completed,417.683,2026-01-01 08:06:57,segment_corridor,food_trolley,,Lift-4-F2,C2-12,,3.095,0.0,3.714,0.0,"{""type"": ""corridor"", ""from"": ""Lift-4-F2"", ""to"": ""C2-12"", ""duration"": 3.094791771850107, ""distance_m"": 3.7137501262201282, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.491, ""to_y"": -85.343, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:07:00,2026-01-01 08:07:03,C2-12,C2-13,,,140.491,-85.343,2,137.466,-85.343,2,completed,420.778,2026-01-01 08:07:00,segment_corridor,food_trolley,,C2-12,C2-13,,2.521,0.0,3.025,0.0,"{""type"": ""corridor"", ""from"": ""C2-12"", ""to"": ""C2-13"", ""duration"": 2.5208333333333384, ""distance_m"": 3.0250000000000057, ""from_x"": 140.491, ""from_y"": -85.343, ""to_x"": 137.466, ""to_y"": -85.343, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:07:03,2026-01-01 08:07:06,C2-13,C2-14,,,137.466,-85.343,2,133.763,-85.18,2,completed,423.299,2026-01-01 08:07:03,segment_corridor,food_trolley,,C2-13,C2-14,,3.089,0.0,3.707,0.0,"{""type"": ""corridor"", ""from"": ""C2-13"", ""to"": ""C2-14"", ""duration"": 3.0888214670899274, ""distance_m"": 3.7065857605079127, ""from_x"": 137.466, ""from_y"": -85.343, ""to_x"": 133.763, ""to_y"": -85.18, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:07:06,2026-01-01 08:07:13,C2-14,C2-8,,,133.763,-85.18,2,133.864,-93.484,2,completed,426.387,2026-01-01 08:07:06,segment_corridor,food_trolley,,C2-14,C2-8,,6.921,0.0,8.305,0.0,"{""type"": ""corridor"", ""from"": ""C2-14"", ""to"": ""C2-8"", ""duration"": 6.920511832789367, ""distance_m"": 8.30461419934724, ""from_x"": 133.763, ""from_y"": -85.18, ""to_x"": 133.864, ""to_y"": -93.484, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:07:13,2026-01-01 08:07:20,C2-8,C2-7,,,133.864,-93.484,2,133.817,-102.025,2,completed,433.308,2026-01-01 08:07:13,segment_corridor,food_trolley,,C2-8,C2-7,,7.118,0.0,8.541,0.0,"{""type"": ""corridor"", ""from"": ""C2-8"", ""to"": ""C2-7"", ""duration"": 7.117607763692652, ""distance_m"": 8.541129316431181, ""from_x"": 133.864, ""from_y"": -93.484, ""to_x"": 133.817, ""to_y"": -102.025, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:07:20,2026-01-01 08:07:40,C2-7,C2-6,,,133.817,-102.025,2,133.869,-125.703,2,completed,440.425,2026-01-01 08:07:20,segment_corridor,food_trolley,,C2-7,C2-6,,19.732,0.0,23.678,0.0,"{""type"": ""corridor"", ""from"": ""C2-7"", ""to"": ""C2-6"", ""duration"": 19.731714249456942, ""distance_m"": 23.67805709934833, ""from_x"": 133.817, ""from_y"": -102.025, ""to_x"": 133.869, ""to_y"": -125.703, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:07:40,2026-01-01 08:07:59,C2-6,C2-5,,,133.869,-125.703,2,134.284,-149.468,2,completed,460.157,2026-01-01 08:07:40,segment_corridor,food_trolley,,C2-6,C2-5,,19.807,0.0,23.769,0.0,"{""type"": ""corridor"", ""from"": ""C2-6"", ""to"": ""C2-5"", ""duration"": 19.807186020622797, ""distance_m"": 23.768623224747355, ""from_x"": 133.869, ""from_y"": -125.703, ""to_x"": 134.284, ""to_y"": -149.468, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:07:59,2026-01-01 08:08:03,C2-5,C2-4,,,134.284,-149.468,2,138.449,-149.882,2,completed,479.964,2026-01-01 08:07:59,segment_corridor,food_trolley,,C2-5,C2-4,,3.488,0.0,4.186,0.0,"{""type"": ""corridor"", ""from"": ""C2-5"", ""to"": ""C2-4"", ""duration"": 3.48793764677322, ""distance_m"": 4.185525176127864, ""from_x"": 134.284, ""from_y"": -149.468, ""to_x"": 138.449, ""to_y"": -149.882, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:08:03,2026-01-01 08:08:06,C2-4,C2-3,,,138.449,-149.882,2,142.469,-149.736,2,completed,483.452,2026-01-01 08:08:03,segment_corridor,food_trolley,,C2-4,C2-3,,3.352,0.0,4.023,0.0,"{""type"": ""corridor"", ""from"": ""C2-4"", ""to"": ""C2-3"", ""duration"": 3.3522086417431836, ""distance_m"": 4.02265037009182, ""from_x"": 138.449, ""from_y"": -149.882, ""to_x"": 142.469, ""to_y"": -149.736, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:08:06,2026-01-01 08:08:16,C2-3,C2-2,,,142.469,-149.736,2,142.153,-138.602,2,completed,486.804,2026-01-01 08:08:06,segment_corridor,food_trolley,,C2-3,C2-2,,9.282,0.0,11.138,0.0,"{""type"": ""corridor"", ""from"": ""C2-3"", ""to"": ""C2-2"", ""duration"": 9.282069483088815, ""distance_m"": 11.138483379706578, ""from_x"": 142.469, ""from_y"": -149.736, ""to_x"": 142.153, ""to_y"": -138.602, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:08:16,2026-01-01 08:08:18,C2-2,C2-1,,,142.153,-138.602,2,142.153,-135.436,2,completed,496.087,2026-01-01 08:08:16,segment_corridor,food_trolley,,C2-2,C2-1,,2.638,0.0,3.166,0.0,"{""type"": ""corridor"", ""from"": ""C2-2"", ""to"": ""C2-1"", ""duration"": 2.638333333333331, ""distance_m"": 3.165999999999997, ""from_x"": 142.153, ""from_y"": -138.602, ""to_x"": 142.153, ""to_y"": -135.436, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:08:18,2026-01-01 08:08:22,C2-1,KITCHEN,,,142.153,-135.436,2,142.071,-131.132,2,completed,498.725,2026-01-01 08:08:18,segment_corridor,food_trolley,,C2-1,KITCHEN,,3.587,0.0,4.305,0.0,"{""type"": ""corridor"", ""from"": ""C2-1"", ""to"": ""KITCHEN"", ""duration"": 3.587317552464827, ""distance_m"": 4.304781062957792, ""from_x"": 142.153, ""from_y"": -135.436, ""to_x"": 142.071, ""to_y"": -131.132, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,pickup,2026-01-01 08:08:22,2026-01-01 08:08:42,,,,,,,,,,,completed,502.312,2026-01-01 08:08:22,segment_pickup,food_trolley,,KITCHEN,ADULTIP6-DELIVERYHUB,,20.0,0.0,0.0,0.0,"{""type"": ""pickup"", ""location"": ""KITCHEN"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}"
AMR-A-1,T7,corridor,2026-01-01 08:08:42,2026-01-01 08:08:45,KITCHEN,C2-1,,,142.071,-131.132,2,142.153,-135.436,2,completed,522.312,2026-01-01 08:08:42,segment_corridor,food_trolley,,KITCHEN,C2-1,,3.587,0.0,4.305,0.0,"{""type"": ""corridor"", ""from"": ""KITCHEN"", ""to"": ""C2-1"", ""duration"": 3.587317552464827, ""distance_m"": 4.304781062957792, ""from_x"": 142.071, ""from_y"": -131.132, ""to_x"": 142.153, ""to_y"": -135.436, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:08:45,2026-01-01 08:08:48,C2-1,C2-2,,,142.153,-135.436,2,142.153,-138.602,2,completed,525.9,2026-01-01 08:08:45,segment_corridor,food_trolley,,C2-1,C2-2,,2.638,0.0,3.166,0.0,"{""type"": ""corridor"", ""from"": ""C2-1"", ""to"": ""C2-2"", ""duration"": 2.638333333333331, ""distance_m"": 3.165999999999997, ""from_x"": 142.153, ""from_y"": -135.436, ""to_x"": 142.153, ""to_y"": -138.602, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:08:48,2026-01-01 08:08:57,C2-2,C2-3,,,142.153,-138.602,2,142.469,-149.736,2,completed,528.538,2026-01-01 08:08:48,segment_corridor,food_trolley,,C2-2,C2-3,,9.282,0.0,11.138,0.0,"{""type"": ""corridor"", ""from"": ""C2-2"", ""to"": ""C2-3"", ""duration"": 9.282069483088815, ""distance_m"": 11.138483379706578, ""from_x"": 142.153, ""from_y"": -138.602, ""to_x"": 142.469, ""to_y"": -149.736, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:08:57,2026-01-01 08:09:01,C2-3,C2-4,,,142.469,-149.736,2,138.449,-149.882,2,completed,537.82,2026-01-01 08:08:57,segment_corridor,food_trolley,,C2-3,C2-4,,3.352,0.0,4.023,0.0,"{""type"": ""corridor"", ""from"": ""C2-3"", ""to"": ""C2-4"", ""duration"": 3.3522086417431836, ""distance_m"": 4.02265037009182, ""from_x"": 142.469, ""from_y"": -149.736, ""to_x"": 138.449, ""to_y"": -149.882, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:09:01,2026-01-01 08:09:04,C2-4,C2-5,,,138.449,-149.882,2,134.284,-149.468,2,completed,541.172,2026-01-01 08:09:01,segment_corridor,food_trolley,,C2-4,C2-5,,3.488,0.0,4.186,0.0,"{""type"": ""corridor"", ""from"": ""C2-4"", ""to"": ""C2-5"", ""duration"": 3.48793764677322, ""distance_m"": 4.185525176127864, ""from_x"": 138.449, ""from_y"": -149.882, ""to_x"": 134.284, ""to_y"": -149.468, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:09:04,2026-01-01 08:09:24,C2-5,C2-6,,,134.284,-149.468,2,133.869,-125.703,2,completed,544.66,2026-01-01 08:09:04,segment_corridor,food_trolley,,C2-5,C2-6,,19.807,0.0,23.769,0.0,"{""type"": ""corridor"", ""from"": ""C2-5"", ""to"": ""C2-6"", ""duration"": 19.807186020622797, ""distance_m"": 23.768623224747355, ""from_x"": 134.284, ""from_y"": -149.468, ""to_x"": 133.869, ""to_y"": -125.703, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:09:24,2026-01-01 08:09:44,C2-6,C2-7,,,133.869,-125.703,2,133.817,-102.025,2,completed,564.467,2026-01-01 08:09:24,segment_corridor,food_trolley,,C2-6,C2-7,,19.732,0.0,23.678,0.0,"{""type"": ""corridor"", ""from"": ""C2-6"", ""to"": ""C2-7"", ""duration"": 19.731714249456942, ""distance_m"": 23.67805709934833, ""from_x"": 133.869, ""from_y"": -125.703, ""to_x"": 133.817, ""to_y"": -102.025, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:09:44,2026-01-01 08:09:51,C2-7,C2-8,,,133.817,-102.025,2,133.864,-93.484,2,completed,584.199,2026-01-01 08:09:44,segment_corridor,food_trolley,,C2-7,C2-8,,7.118,0.0,8.541,0.0,"{""type"": ""corridor"", ""from"": ""C2-7"", ""to"": ""C2-8"", ""duration"": 7.117607763692652, ""distance_m"": 8.541129316431181, ""from_x"": 133.817, ""from_y"": -102.025, ""to_x"": 133.864, ""to_y"": -93.484, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:09:51,2026-01-01 08:09:58,C2-8,C2-15,,,133.864,-93.484,2,125.528,-93.415,2,completed,591.317,2026-01-01 08:09:51,segment_corridor,food_trolley,,C2-8,C2-15,,6.947,0.0,8.336,0.0,"{""type"": ""corridor"", ""from"": ""C2-8"", ""to"": ""C2-15"", ""duration"": 6.946904636439006, ""distance_m"": 8.336285563726808, ""from_x"": 133.864, ""from_y"": -93.484, ""to_x"": 125.528, ""to_y"": -93.415, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:09:58,2026-01-01 08:10:16,C2-15,C2-16,,,125.528,-93.415,2,104.071,-93.383,2,completed,598.263,2026-01-01 08:09:58,segment_corridor,food_trolley,,C2-15,C2-16,,17.881,0.0,21.457,0.0,"{""type"": ""corridor"", ""from"": ""C2-15"", ""to"": ""C2-16"", ""duration"": 17.880853218052987, ""distance_m"": 21.457023861663583, ""from_x"": 125.528, ""from_y"": -93.415, ""to_x"": 104.071, ""to_y"": -93.383, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:10:16,2026-01-01 08:10:23,C2-16,C2-17,,,104.071,-93.383,2,95.251,-93.462,2,completed,616.144,2026-01-01 08:10:16,segment_corridor,food_trolley,,C2-16,C2-17,,7.35,0.0,8.82,0.0,"{""type"": ""corridor"", ""from"": ""C2-16"", ""to"": ""C2-17"", ""duration"": 7.35029482590853, ""distance_m"": 8.820353791090236, ""from_x"": 104.071, ""from_y"": -93.383, ""to_x"": 95.251, ""to_y"": -93.462, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:10:23,2026-01-01 08:10:30,C2-17,C2-18,,,95.251,-93.462,2,95.265,-84.877,2,completed,623.495,2026-01-01 08:10:23,segment_corridor,food_trolley,,C2-17,C2-18,,7.154,0.0,8.585,0.0,"{""type"": ""corridor"", ""from"": ""C2-17"", ""to"": ""C2-18"", ""duration"": 7.154176179376326, ""distance_m"": 8.585011415251591, ""from_x"": 95.251, ""from_y"": -93.462, ""to_x"": 95.265, ""to_y"": -84.877, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:10:30,2026-01-01 08:10:33,C2-18,C2-19,,,95.265,-84.877,2,91.617,-84.924,2,completed,630.649,2026-01-01 08:10:30,segment_corridor,food_trolley,,C2-18,C2-19,,3.04,0.0,3.648,0.0,"{""type"": ""corridor"", ""from"": ""C2-18"", ""to"": ""C2-19"", ""duration"": 3.0402522967309404, ""distance_m"": 3.6483027560771286, ""from_x"": 95.265, ""from_y"": -84.877, ""to_x"": 91.617, ""to_y"": -84.924, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-1,T7,corridor,2026-01-01 08:10:33,2026-01-01 08:10:36,C2-19,C2-20,,,91.617,-84.924,2,88.598,-84.924,2,completed,633.689,2026-01-01 08:10:33,segment_corridor,food_trolley,,C2-19,C2-20,,2.516,0.0,3.019,0.0,"{""type"": ""corridor"", ""from"": ""C2-19"", ""to"": ""C2-20"", ""duration"": 2.515833333333338, ""distance_m"": 3.0190000000000055, ""from_x"": 91.617, ""from_y"": -84.924, ""to_x"": 88.598, ""to_y"": -84.924, ""from_floor"": 2, ""to_floor"": 2}"
