amr_id,task_id,segment_type,start_time,end_time,start_node,end_node,amr_location_before,amr_location_after,start_x,start_y,start_floor,end_x,end_y,end_floor,status,sim_time_sec,sim_datetime,event_type,payload,weight_kg,from_location,to_location,lift_id,duration_sec,wait_time_sec,distance_m,task_duration_sec,details
AMR-A-1,T15,dropoff,2026-01-01 08:36:03,2026-01-01 08:36:23,,,,,,,,,,,completed,2163.845,2026-01-01 08:36:03,segment_dropoff,goods_cage,,ANTE-DH,RD,,20.0,0.0,0.0,0.0,"{""type"": ""dropoff"", ""location"": ""RD"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}"
AMR-A-2,T16,,2026-01-01 08:30:00,2026-01-01 08:30:01,,,AMR-CENTRE,RD,,,,,,,start,1800.0,2026-01-01 08:30:00,task_assigned,goods_cage,,BIRTHING-SUITE-DH,RD,,0.0,0.0,0.0,473.176,Assigned task to AMR-A-2
AMR-A-2,T16,corridor,2026-01-01 08:30:00,2026-01-01 08:30:02,AMR-CENTRE,C2-11,,,157.693,-81.762,2,157.402,-84.491,2,completed,1800.0,2026-01-01 08:30:00,segment_corridor,goods_cage,,AMR-CENTRE,C2-11,,2.287,0.0,2.744,0.0,"{""type"": ""corridor"", ""from"": ""AMR-CENTRE"", ""to"": ""C2-11"", ""duration"": 2.2870593078837693, ""distance_m"": 2.744471169460523, ""from_x"": 157.693, ""from_y"": -81.762, ""to_x"": 157.402, ""to_y"": -84.491, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-2,T16,corridor,2026-01-01 08:30:02,2026-01-01 08:30:07,C2-11,C2-10,,,157.402,-84.491,2,151.725,-84.757,2,completed,1802.287,2026-01-01 08:30:02,segment_corridor,goods_cage,,C2-11,C2-10,,4.736,0.0,5.683,0.0,"{""type"": ""corridor"", ""from"": ""C2-11"", ""to"": ""C2-10"", ""duration"": 4.736023663252627, ""distance_m"": 5.683228395903153, ""from_x"": 157.402, ""from_y"": -84.491, ""to_x"": 151.725, ""to_y"": -84.757, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-2,T16,corridor,2026-01-01 08:30:07,2026-01-01 08:30:16,C2-10,C2-12,,,151.725,-84.757,2,140.491,-85.343,2,completed,1807.023,2026-01-01 08:30:07,segment_corridor,goods_cage,,C2-10,C2-12,,9.374,0.0,11.249,0.0,"{""type"": ""corridor"", ""from"": ""C2-10"", ""to"": ""C2-12"", ""duration"": 9.374394498964822, ""distance_m"": 11.249273398757786, ""from_x"": 151.725, ""from_y"": -84.757, ""to_x"": 140.491, ""to_y"": -85.343, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-2,T16,corridor,2026-01-01 08:30:16,2026-01-01 08:30:19,C2-12,Lift-4-F2,,,140.491,-85.343,2,140.605,-89.055,2,completed,1816.397,2026-01-01 08:30:16,segment_corridor,goods_cage,,C2-12,Lift-4-F2,,3.095,0.0,3.714,0.0,"{""type"": ""corridor"", ""from"": ""C2-12"", ""to"": ""Lift-4-F2"", ""duration"": 3.094791771850107, ""distance_m"": 3.7137501262201282, ""from_x"": 140.491, ""from_y"": -85.343, ""to_x"": 140.605, ""to_y"": -89.055, ""from_floor"": 2, ""to_floor"": 2}"
AMR-A-2,T16,lift_transfer,2026-01-01 08:30:19,2026-01-01 08:30:41,Lift-4-F2,Lift-4-F1,,,140.605,-89.055,2,140.605,-89.055,1,completed,1819.492,2026-01-01 08:30:19,segment_lift_transfer,goods_cage,,Lift-4-F2,Lift-4-F1,Lift-4,22.222,0.0,4.0,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-4"", ""from"": ""Lift-4-F2"", ""to"": ""Lift-4-F1"", ""from_floor"": 2, ""to_floor"": 1, ""wait_time"": 0.0, ""duration"": 22.22222222222217, ""distance_m"": 4.0, ""vertical_distance_m"": 4.0, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.605, ""to_y"": -89.055}"
AMR-A-2,T16,corridor,2026-01-01 08:30:41,2026-01-01 08:30:44,Lift-4-F1,C1-23,,,140.605,-89.055,1,140.674,-85.184,1,completed,1841.714,2026-01-01 08:30:41,segment_corridor,goods_cage,,Lift-4-F1,C1-23,,3.226,0.0,3.872,0.0,"{""type"": ""corridor"", ""from"": ""Lift-4-F1"", ""to"": ""C1-23"", ""duration"": 3.226345757113533, ""distance_m"": 3.8716149085362397, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.674, ""to_y"": -85.184, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:30:44,2026-01-01 08:30:47,C1-23,C1-24,,,140.674,-85.184,1,143.407,-85.152,1,completed,1844.941,2026-01-01 08:30:44,segment_corridor,goods_cage,,C1-23,C1-24,,2.278,0.0,2.733,0.0,"{""type"": ""corridor"", ""from"": ""C1-23"", ""to"": ""C1-24"", ""duration"": 2.2776561112492657, ""distance_m"": 2.7331873334991186, ""from_x"": 140.674, ""from_y"": -85.184, ""to_x"": 143.407, ""to_y"": -85.152, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:30:47,2026-01-01 08:30:50,C1-24,C1-25,,,143.407,-85.152,1,143.587,-80.986,1,completed,1847.218,2026-01-01 08:30:47,segment_corridor,goods_cage,,C1-24,C1-25,,3.475,0.0,4.17,0.0,"{""type"": ""corridor"", ""from"": ""C1-24"", ""to"": ""C1-25"", ""duration"": 3.4749056741794333, ""distance_m"": 4.16988680901532, ""from_x"": 143.407, ""from_y"": -85.152, ""to_x"": 143.587, ""to_y"": -80.986, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:30:50,2026-01-01 08:30:55,C1-25,C1-3,,,143.587,-80.986,1,143.506,-75.521,1,completed,1850.693,2026-01-01 08:30:50,segment_corridor,goods_cage,,C1-25,C1-3,,4.555,0.0,5.466,0.0,"{""type"": ""corridor"", ""from"": ""C1-25"", ""to"": ""C1-3"", ""duration"": 4.554666867925447, ""distance_m"": 5.465600241510536, ""from_x"": 143.587, ""from_y"": -80.986, ""to_x"": 143.506, ""to_y"": -75.521, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:30:55,2026-01-01 08:30:58,C1-3,C1-4,,,143.506,-75.521,1,139.011,-75.504,1,completed,1855.248,2026-01-01 08:30:55,segment_corridor,goods_cage,,C1-3,C1-4,,3.746,0.0,4.495,0.0,"{""type"": ""corridor"", ""from"": ""C1-3"", ""to"": ""C1-4"", ""duration"": 3.7458601222623873, ""distance_m"": 4.495032146714864, ""from_x"": 143.506, ""from_y"": -75.521, ""to_x"": 139.011, ""to_y"": -75.504, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:30:58,2026-01-01 08:31:03,C1-4,C1-5,,,139.011,-75.504,1,133.845,-75.784,1,completed,1858.994,2026-01-01 08:30:58,segment_corridor,goods_cage,,C1-4,C1-5,,4.311,0.0,5.174,0.0,"{""type"": ""corridor"", ""from"": ""C1-4"", ""to"": ""C1-5"", ""duration"": 4.3113187593176665, ""distance_m"": 5.173582511181199, ""from_x"": 139.011, ""from_y"": -75.504, ""to_x"": 133.845, ""to_y"": -75.784, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:31:03,2026-01-01 08:31:25,C1-5,C1-6,,,133.845,-75.784,1,107.222,-75.958,1,completed,1863.305,2026-01-01 08:31:03,segment_corridor,goods_cage,,C1-5,C1-6,,22.186,0.0,26.624,0.0,"{""type"": ""corridor"", ""from"": ""C1-5"", ""to"": ""C1-6"", ""duration"": 22.186307166683793, ""distance_m"": 26.62356860002055, ""from_x"": 133.845, ""from_y"": -75.784, ""to_x"": 107.222, ""to_y"": -75.958, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:31:25,2026-01-01 08:31:31,C1-6,C1-7,,,107.222,-75.958,1,99.779,-75.781,1,completed,1885.492,2026-01-01 08:31:25,segment_corridor,goods_cage,,C1-6,C1-7,,6.204,0.0,7.445,0.0,"{""type"": ""corridor"", ""from"": ""C1-6"", ""to"": ""C1-7"", ""duration"": 6.204253581213455, ""distance_m"": 7.445104297456146, ""from_x"": 107.222, ""from_y"": -75.958, ""to_x"": 99.779, ""to_y"": -75.781, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:31:31,2026-01-01 08:31:39,C1-7,C1-8,,,99.779,-75.781,1,90.591,-75.689,1,completed,1891.696,2026-01-01 08:31:31,segment_corridor,goods_cage,,C1-7,C1-8,,7.657,0.0,9.188,0.0,"{""type"": ""corridor"", ""from"": ""C1-7"", ""to"": ""C1-8"", ""duration"": 7.657050491032579, ""distance_m"": 9.188460589239094, ""from_x"": 99.779, ""from_y"": -75.781, ""to_x"": 90.591, ""to_y"": -75.689, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:31:39,2026-01-01 08:31:50,C1-8,C1-9,,,90.591,-75.689,1,77.326,-75.829,1,completed,1899.353,2026-01-01 08:31:39,segment_corridor,goods_cage,,C1-8,C1-9,,11.055,0.0,13.266,0.0,"{""type"": ""corridor"", ""from"": ""C1-8"", ""to"": ""C1-9"", ""duration"": 11.054782304756417, ""distance_m"": 13.265738765707699, ""from_x"": 90.591, ""from_y"": -75.689, ""to_x"": 77.326, ""to_y"": -75.829, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:31:50,2026-01-01 08:32:03,C1-9,C1-12,,,77.326,-75.829,1,77.249,-59.896,1,completed,1910.408,2026-01-01 08:31:50,segment_corridor,goods_cage,,C1-9,C1-12,,13.278,0.0,15.933,0.0,"{""type"": ""corridor"", ""from"": ""C1-9"", ""to"": ""C1-12"", ""duration"": 13.277655049409551, ""distance_m"": 15.933186059291462, ""from_x"": 77.326, ""from_y"": -75.829, ""to_x"": 77.249, ""to_y"": -59.896, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:32:03,2026-01-01 08:32:12,C1-12,C1-13,,,77.249,-59.896,1,77.478,-49.417,1,completed,1923.685,2026-01-01 08:32:03,segment_corridor,goods_cage,,C1-12,C1-13,,8.735,0.0,10.482,0.0,"{""type"": ""corridor"", ""from"": ""C1-12"", ""to"": ""C1-13"", ""duration"": 8.734584913498242, ""distance_m"": 10.48150189619789, ""from_x"": 77.249, ""from_y"": -59.896, ""to_x"": 77.478, ""to_y"": -49.417, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:32:12,2026-01-01 08:32:28,C1-13,C1-14,,,77.478,-49.417,1,77.167,-30.539,1,completed,1932.42,2026-01-01 08:32:12,segment_corridor,goods_cage,,C1-13,C1-14,,15.734,0.0,18.881,0.0,"{""type"": ""corridor"", ""from"": ""C1-13"", ""to"": ""C1-14"", ""duration"": 15.733801303951383, ""distance_m"": 18.880561564741658, ""from_x"": 77.478, ""from_y"": -49.417, ""to_x"": 77.167, ""to_y"": -30.539, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:32:28,2026-01-01 08:32:45,C1-14,C1-15,,,77.167,-30.539,1,77.438,-10.134,1,completed,1948.154,2026-01-01 08:32:28,segment_corridor,goods_cage,,C1-14,C1-15,,17.006,0.0,20.407,0.0,"{""type"": ""corridor"", ""from"": ""C1-14"", ""to"": ""C1-15"", ""duration"": 17.005666253405725, ""distance_m"": 20.40679950408687, ""from_x"": 77.167, ""from_y"": -30.539, ""to_x"": 77.438, ""to_y"": -10.134, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:32:45,2026-01-01 08:32:48,C1-15,BIRTHING-SUITE-DH,,,77.438,-10.134,1,73.428,-9.868,1,completed,1965.159,2026-01-01 08:32:45,segment_corridor,goods_cage,,C1-15,BIRTHING-SUITE-DH,,3.349,0.0,4.019,0.0,"{""type"": ""corridor"", ""from"": ""C1-15"", ""to"": ""BIRTHING-SUITE-DH"", ""duration"": 3.3490106333396814, ""distance_m"": 4.018812760007617, ""from_x"": 77.438, ""from_y"": -10.134, ""to_x"": 73.428, ""to_y"": -9.868, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,pickup,2026-01-01 08:32:48,2026-01-01 08:33:08,,,,,,,,,,,completed,1968.508,2026-01-01 08:32:48,segment_pickup,goods_cage,,BIRTHING-SUITE-DH,RD,,20.0,0.0,0.0,0.0,"{""type"": ""pickup"", ""location"": ""BIRTHING-SUITE-DH"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}"
AMR-A-2,T16,corridor,2026-01-01 08:33:08,2026-01-01 08:33:11,BIRTHING-SUITE-DH,C1-15,,,73.428,-9.868,1,77.438,-10.134,1,completed,1988.508,2026-01-01 08:33:08,segment_corridor,goods_cage,,BIRTHING-SUITE-DH,C1-15,,3.349,0.0,4.019,0.0,"{""type"": ""corridor"", ""from"": ""BIRTHING-SUITE-DH"", ""to"": ""C1-15"", ""duration"": 3.3490106333396814, ""distance_m"": 4.018812760007617, ""from_x"": 73.428, ""from_y"": -9.868, ""to_x"": 77.438, ""to_y"": -10.134, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:33:11,2026-01-01 08:33:28,C1-15,C1-14,,,77.438,-10.134,1,77.167,-30.539,1,completed,1991.857,2026-01-01 08:33:11,segment_corridor,goods_cage,,C1-15,C1-14,,17.006,0.0,20.407,0.0,"{""type"": ""corridor"", ""from"": ""C1-15"", ""to"": ""C1-14"", ""duration"": 17.005666253405725, ""distance_m"": 20.40679950408687, ""from_x"": 77.438, ""from_y"": -10.134, ""to_x"": 77.167, ""to_y"": -30.539, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:33:28,2026-01-01 08:33:44,C1-14,C1-13,,,77.167,-30.539,1,77.478,-49.417,1,completed,2008.863,2026-01-01 08:33:28,segment_corridor,goods_cage,,C1-14,C1-13,,15.734,0.0,18.881,0.0,"{""type"": ""corridor"", ""from"": ""C1-14"", ""to"": ""C1-13"", ""duration"": 15.733801303951383, ""distance_m"": 18.880561564741658, ""from_x"": 77.167, ""from_y"": -30.539, ""to_x"": 77.478, ""to_y"": -49.417, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:33:44,2026-01-01 08:33:53,C1-13,C1-12,,,77.478,-49.417,1,77.249,-59.896,1,completed,2024.597,2026-01-01 08:33:44,segment_corridor,goods_cage,,C1-13,C1-12,,8.735,0.0,10.482,0.0,"{""type"": ""corridor"", ""from"": ""C1-13"", ""to"": ""C1-12"", ""duration"": 8.734584913498242, ""distance_m"": 10.48150189619789, ""from_x"": 77.478, ""from_y"": -49.417, ""to_x"": 77.249, ""to_y"": -59.896, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:33:53,2026-01-01 08:34:06,C1-12,C1-9,,,77.249,-59.896,1,77.326,-75.829,1,completed,2033.331,2026-01-01 08:33:53,segment_corridor,goods_cage,,C1-12,C1-9,,13.278,0.0,15.933,0.0,"{""type"": ""corridor"", ""from"": ""C1-12"", ""to"": ""C1-9"", ""duration"": 13.277655049409551, ""distance_m"": 15.933186059291462, ""from_x"": 77.249, ""from_y"": -59.896, ""to_x"": 77.326, ""to_y"": -75.829, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:34:06,2026-01-01 08:34:17,C1-9,C1-8,,,77.326,-75.829,1,90.591,-75.689,1,completed,2046.609,2026-01-01 08:34:06,segment_corridor,goods_cage,,C1-9,C1-8,,11.055,0.0,13.266,0.0,"{""type"": ""corridor"", ""from"": ""C1-9"", ""to"": ""C1-8"", ""duration"": 11.054782304756417, ""distance_m"": 13.265738765707699, ""from_x"": 77.326, ""from_y"": -75.829, ""to_x"": 90.591, ""to_y"": -75.689, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:34:17,2026-01-01 08:34:25,C1-8,C1-7,,,90.591,-75.689,1,99.779,-75.781,1,completed,2057.664,2026-01-01 08:34:17,segment_corridor,goods_cage,,C1-8,C1-7,,7.657,0.0,9.188,0.0,"{""type"": ""corridor"", ""from"": ""C1-8"", ""to"": ""C1-7"", ""duration"": 7.657050491032579, ""distance_m"": 9.188460589239094, ""from_x"": 90.591, ""from_y"": -75.689, ""to_x"": 99.779, ""to_y"": -75.781, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:34:25,2026-01-01 08:34:31,C1-7,C1-6,,,99.779,-75.781,1,107.222,-75.958,1,completed,2065.321,2026-01-01 08:34:25,segment_corridor,goods_cage,,C1-7,C1-6,,6.204,0.0,7.445,0.0,"{""type"": ""corridor"", ""from"": ""C1-7"", ""to"": ""C1-6"", ""duration"": 6.204253581213455, ""distance_m"": 7.445104297456146, ""from_x"": 99.779, ""from_y"": -75.781, ""to_x"": 107.222, ""to_y"": -75.958, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:34:31,2026-01-01 08:34:53,C1-6,C1-5,,,107.222,-75.958,1,133.845,-75.784,1,completed,2071.525,2026-01-01 08:34:31,segment_corridor,goods_cage,,C1-6,C1-5,,22.186,0.0,26.624,0.0,"{""type"": ""corridor"", ""from"": ""C1-6"", ""to"": ""C1-5"", ""duration"": 22.186307166683793, ""distance_m"": 26.62356860002055, ""from_x"": 107.222, ""from_y"": -75.958, ""to_x"": 133.845, ""to_y"": -75.784, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:34:53,2026-01-01 08:34:58,C1-5,C1-4,,,133.845,-75.784,1,139.011,-75.504,1,completed,2093.711,2026-01-01 08:34:53,segment_corridor,goods_cage,,C1-5,C1-4,,4.311,0.0,5.174,0.0,"{""type"": ""corridor"", ""from"": ""C1-5"", ""to"": ""C1-4"", ""duration"": 4.3113187593176665, ""distance_m"": 5.173582511181199, ""from_x"": 133.845, ""from_y"": -75.784, ""to_x"": 139.011, ""to_y"": -75.504, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:34:58,2026-01-01 08:35:01,C1-4,C1-3,,,139.011,-75.504,1,143.506,-75.521,1,completed,2098.023,2026-01-01 08:34:58,segment_corridor,goods_cage,,C1-4,C1-3,,3.746,0.0,4.495,0.0,"{""type"": ""corridor"", ""from"": ""C1-4"", ""to"": ""C1-3"", ""duration"": 3.7458601222623873, ""distance_m"": 4.495032146714864, ""from_x"": 139.011, ""from_y"": -75.504, ""to_x"": 143.506, ""to_y"": -75.521, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:35:01,2026-01-01 08:35:06,C1-3,C1-25,,,143.506,-75.521,1,143.587,-80.986,1,completed,2101.769,2026-01-01 08:35:01,segment_corridor,goods_cage,,C1-3,C1-25,,4.555,0.0,5.466,0.0,"{""type"": ""corridor"", ""from"": ""C1-3"", ""to"": ""C1-25"", ""duration"": 4.554666867925447, ""distance_m"": 5.465600241510536, ""from_x"": 143.506, ""from_y"": -75.521, ""to_x"": 143.587, ""to_y"": -80.986, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:35:06,2026-01-01 08:35:09,C1-25,C1-24,,,143.587,-80.986,1,143.407,-85.152,1,completed,2106.323,2026-01-01 08:35:06,segment_corridor,goods_cage,,C1-25,C1-24,,3.475,0.0,4.17,0.0,"{""type"": ""corridor"", ""from"": ""C1-25"", ""to"": ""C1-24"", ""duration"": 3.4749056741794333, ""distance_m"": 4.16988680901532, ""from_x"": 143.587, ""from_y"": -80.986, ""to_x"": 143.407, ""to_y"": -85.152, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:35:09,2026-01-01 08:35:12,C1-24,C1-23,,,143.407,-85.152,1,140.674,-85.184,1,completed,2109.798,2026-01-01 08:35:09,segment_corridor,goods_cage,,C1-24,C1-23,,2.278,0.0,2.733,0.0,"{""type"": ""corridor"", ""from"": ""C1-24"", ""to"": ""C1-23"", ""duration"": 2.2776561112492657, ""distance_m"": 2.7331873334991186, ""from_x"": 143.407, ""from_y"": -85.152, ""to_x"": 140.674, ""to_y"": -85.184, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,corridor,2026-01-01 08:35:12,2026-01-01 08:35:15,C1-23,Lift-4-F1,,,140.674,-85.184,1,140.605,-89.055,1,completed,2112.076,2026-01-01 08:35:12,segment_corridor,goods_cage,,C1-23,Lift-4-F1,,3.226,0.0,3.872,0.0,"{""type"": ""corridor"", ""from"": ""C1-23"", ""to"": ""Lift-4-F1"", ""duration"": 3.226345757113533, ""distance_m"": 3.8716149085362397, ""from_x"": 140.674, ""from_y"": -85.184, ""to_x"": 140.605, ""to_y"": -89.055, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-2,T16,lift_transfer,2026-01-01 08:35:15,2026-01-01 08:35:37,Lift-4-F1,Lift-4-F0,,,140.605,-89.055,1,140.605,-89.055,0,completed,2115.302,2026-01-01 08:35:15,segment_lift_transfer,goods_cage,,Lift-4-F1,Lift-4-F0,Lift-4,22.222,0.0,4.0,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-4"", ""from"": ""Lift-4-F1"", ""to"": ""Lift-4-F0"", ""from_floor"": 1, ""to_floor"": 0, ""wait_time"": 0.0, ""duration"": 22.22222222222217, ""distance_m"": 4.0, ""vertical_distance_m"": 4.0, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.605, ""to_y"": -89.055}"
AMR-A-2,T16,corridor,2026-01-01 08:35:37,2026-01-01 08:35:40,Lift-4-F0,C0-23,,,140.605,-89.055,0,140.674,-85.184,0,completed,2137.524,2026-01-01 08:35:37,segment_corridor,goods_cage,,Lift-4-F0,C0-23,,3.226,0.0,3.872,0.0,"{""type"": ""corridor"", ""from"": ""Lift-4-F0"", ""to"": ""C0-23"", ""duration"": 3.226345757113533, ""distance_m"": 3.8716149085362397, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.674, ""to_y"": -85.184, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:35:40,2026-01-01 08:35:50,C0-23,C0-9,,,140.674,-85.184,0,151.815,-84.679,0,completed,2140.751,2026-01-01 08:35:40,segment_corridor,goods_cage,,C0-23,C0-9,,9.294,0.0,11.152,0.0,"{""type"": ""corridor"", ""from"": ""C0-23"", ""to"": ""C0-9"", ""duration"": 9.29369955340115, ""distance_m"": 11.15243946408138, ""from_x"": 140.674, ""from_y"": -85.184, ""to_x"": 151.815, ""to_y"": -84.679, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:35:50,2026-01-01 08:35:57,C0-9,C0-8,,,151.815,-84.679,0,151.815,-75.288,0,completed,2150.044,2026-01-01 08:35:50,segment_corridor,goods_cage,,C0-9,C0-8,,7.826,0.0,9.391,0.0,"{""type"": ""corridor"", ""from"": ""C0-9"", ""to"": ""C0-8"", ""duration"": 7.825833333333338, ""distance_m"": 9.391000000000005, ""from_x"": 151.815, ""from_y"": -84.679, ""to_x"": 151.815, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:35:57,2026-01-01 08:36:22,C0-8,C0-6,,,151.815,-75.288,0,181.948,-75.288,0,completed,2157.87,2026-01-01 08:35:57,segment_corridor,goods_cage,,C0-8,C0-6,,25.111,0.0,30.133,0.0,"{""type"": ""corridor"", ""from"": ""C0-8"", ""to"": ""C0-6"", ""duration"": 25.110833333333343, ""distance_m"": 30.13300000000001, ""from_x"": 151.815, ""from_y"": -75.288, ""to_x"": 181.948, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:36:22,2026-01-01 08:36:32,C0-6,C0-5,,,181.948,-75.288,0,181.917,-63.981,0,completed,2182.981,2026-01-01 08:36:22,segment_corridor,goods_cage,,C0-6,C0-5,,9.423,0.0,11.307,0.0,"{""type"": ""corridor"", ""from"": ""C0-6"", ""to"": ""C0-5"", ""duration"": 9.422535413099334, ""distance_m"": 11.3070424957192, ""from_x"": 181.948, ""from_y"": -75.288, ""to_x"": 181.917, ""to_y"": -63.981, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:36:32,2026-01-01 08:36:50,C0-5,C0-4,,,181.917,-63.981,0,181.948,-41.989,0,completed,2192.404,2026-01-01 08:36:32,segment_corridor,goods_cage,,C0-5,C0-4,,18.327,0.0,21.992,0.0,"{""type"": ""corridor"", ""from"": ""C0-5"", ""to"": ""C0-4"", ""duration"": 18.32668487403607, ""distance_m"": 21.99202184884328, ""from_x"": 181.917, ""from_y"": -63.981, ""to_x"": 181.948, ""to_y"": -41.989, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:36:50,2026-01-01 08:36:57,C0-4,C0-3,,,181.948,-41.989,0,173.305,-41.629,0,completed,2210.73,2026-01-01 08:36:50,segment_corridor,goods_cage,,C0-4,C0-3,,7.209,0.0,8.65,0.0,"{""type"": ""corridor"", ""from"": ""C0-4"", ""to"": ""C0-3"", ""duration"": 7.208745123112623, ""distance_m"": 8.650494147735147, ""from_x"": 181.948, ""from_y"": -41.989, ""to_x"": 173.305, ""to_y"": -41.629, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:36:57,2026-01-01 08:37:21,C0-3,C0-2,,,173.305,-41.629,0,173.305,-13.345,0,completed,2217.939,2026-01-01 08:36:57,segment_corridor,goods_cage,,C0-3,C0-2,,23.57,0.0,28.284,0.0,"{""type"": ""corridor"", ""from"": ""C0-3"", ""to"": ""C0-2"", ""duration"": 23.57, ""distance_m"": 28.284, ""from_x"": 173.305, ""from_y"": -41.629, ""to_x"": 173.305, ""to_y"": -13.345, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:37:21,2026-01-01 08:37:28,C0-2,C0-1,,,173.305,-13.345,0,164.709,-13.357,0,completed,2241.509,2026-01-01 08:37:21,segment_corridor,goods_cage,,C0-2,C0-1,,7.163,0.0,8.596,0.0,"{""type"": ""corridor"", ""from"": ""C0-2"", ""to"": ""C0-1"", ""duration"": 7.16334031332063, ""distance_m"": 8.596008375984756, ""from_x"": 173.305, ""from_y"": -13.345, ""to_x"": 164.709, ""to_y"": -13.357, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-2,T16,corridor,2026-01-01 08:37:28,2026-01-01 08:37:33,C0-1,RD,,,164.709,-13.357,0,164.0,-8.0,0,completed,2248.672,2026-01-01 08:37:28,segment_corridor,goods_cage,,C0-1,RD,,4.503,0.0,5.404,0.0,"{""type"": ""corridor"", ""from"": ""C0-1"", ""to"": ""RD"", ""duration"": 4.503095386015663, ""distance_m"": 5.403714463218796, ""from_x"": 164.709, ""from_y"": -13.357, ""to_x"": 164.0, ""to_y"": -8.0, ""from_floor"": 0, ""to_floor"": 0}"
